Gene Start (bp),Gene End (bp),Chromosome Name,HGNC symbol,
52245867,52246128,X,,
114522063,114524876,1,OLFML3,
134145614,134195010,10,LRRC27,
67290362,67291609,X,,
67352710,67353278,X,,
67694552,67696716,X,,
3958452,3971038,19,DAPK3,
206744620,206785904,1,EIF2D,
40325094,40337054,19,FBL,
67819926,67820315,X,,
65886270,65901690,1,LEPROT,
67865168,67865369,X,,
149097880,149098916,X,,
67991165,67992421,X,ACTR3P2,
149106846,149392815,X,,
68003315,68004909,X,,
68393967,68394560,X,HMGN1P35,
3972316,3985461,19,EEF2,
102505468,102589698,10,PAX2,
66258197,66840259,1,PDE4B,
13064972,13068050,19,GADD45GIP1,
144694788,144700218,8,TSTA3,
13080432,13085567,19,DAND5,
156211753,156213112,1,BGLAP,
13106584,13209610,19,NFIX,
30499388,30515186,HSCHR6_MHC_DBB,,
40353964,40440533,19,FCGBP,
114631914,114696541,1,SYT6,
140475536,140476950,9,,
140476531,140484942,9,ZMYND19,
156213206,156217881,1,PAQR6,
63889552,63894627,15,FBXL22,
68399400,68429767,X,NCRNA00269,
90893783,90898123,7,FZD1,
68705201,68705495,X,,
63900818,64126147,15,HERC1,
68789512,68790200,X,,
69157016,69157867,X,,
4007748,4039383,19,PIAS4,
69340203,69341324,X,,
13209848,13213681,19,LYL1,
31486441,31487956,HSCHR6_MHC_SSTO,,
69344822,69348921,X,,
206808881,206857764,1,DYRK3,
176449697,176508190,5,ZNF346,
13215716,13227563,19,TRMT1,
30893440,30912617,HSCHR6_MHC_MANN,,
130882972,130890741,9,PTGES2,
27714750,27718112,2,FNDC4,
142657496,142815077,5,NR3C1,
79523915,79616376,17,NPLOC4,
114935399,115053781,1,TRIM33,
13229109,13251955,19,NACC1,
13254903,13261052,19,STX10,
206858289,206907628,1,MAPKAPK2,
64199235,64338521,15,DAPK2,
79609349,79615779,17,TSPAN10,
27719709,27746554,2,GCKR,
79617489,79623607,17,PDE6G,
79632067,79633618,17,C17orf90,
150702551,150738433,1,CTSS,
79633761,79640937,17,CCDC137,
161192082,161193421,1,APOA2,
79648250,79650954,17,ARL16,
64364758,64386217,15,FAM96A,
115927434,116148595,7,CAV2,
79651020,79669145,17,HGS,
337440,402673,16,AXIN1,
69368432,69369504,X,,
18995274,19075260,16,TMC7,
69383692,69385056,X,,
69581336,69582224,X,,
91500243,91510034,7,MTERF,
69672808,69675844,X,,
48497908,48528403,19,ELSPBP1,
69892745,69893365,X,,
206940947,206945839,1,IL10,
70077013,70077352,X,,
70182814,70183140,X,,
40477073,40487351,19,PSMC4,
140044261,140053709,5,WDR55,
4041127,4043154,19,,
48533211,48547304,19,CABP5,
4045217,4066816,19,ZBTB7A,
4090319,4124126,19,MAP2K2,
48551100,48614109,19,PLA2G4C,
140500106,140509812,9,ARRDC1,
27760253,27790011,2,,
27779775,27780149,2,,
27799389,27805588,2,C2orf16,
206972215,207016324,1,IL19,
13261282,13265716,19,IER2,
160146617,160177351,6,WTAP,
104162376,104181296,10,PSD,
79670404,79688041,17,MRPL12,
79670404,79688041,17,SLC25A10,
27805897,27858041,2,ZNF512,
13317256,13617274,19,CACNA1A,
31487943,31504306,HSCHR6_MHC_SSTO,,
70236381,70236755,X,,
64388177,64436433,15,SNX1,
161195793,161200408,1,TOMM40L,
70263064,70265320,X,,
70403409,70418025,X,,
70520580,70520897,X,,
31487943,31500172,HSCHR6_MHC_SSTO,SNORD84,
41107643,41120907,15,PPP1R14D,
70534762,70535729,X,,
207038699,207042568,1,IL20,
70572268,70572838,X,,
115110178,115124260,1,BCAS2,
41136241,41150405,15,SPINT1,
207070788,207077484,1,IL24,
47199076,47207994,11,PACSIN3,
40502943,40537972,19,ZNF546,
160181360,160200144,6,ACAT2,
40534167,40562116,19,ZNF780B,
66999066,67213982,1,SGIP1,
149282609,149284751,X,,
149399291,149401116,X,,
149987226,149987719,X,,
48618703,48673601,19,LIG1,
40570428,40596845,19,ZNF780A,
4153629,4173050,19,CREB3L3,
156750881,156787425,4,ACCN5,
19078921,19091417,16,COQ7,
150084286,150089411,X,,
91570181,91739987,7,AKAP9,
47738072,47788995,11,FNBP4,
207077731,207096592,1,FAIM3,
416927,420568,16,MRPL28,
156219015,156252616,1,SMG5,
115125469,115213043,1,DENND2C,
30514508,30521345,HSCHR6_MHC_COX,,
64443914,64449680,15,SNX22,
70633684,70633936,X,,
160117062,160152750,3,SMC4,
70639933,70640364,X,,
102672720,102724893,10,FAM178A,
27848506,27851879,2,CCDC121,
161199456,161208092,1,NR1I3,
30514170,30521007,HSCHR6_MHC_QBL,,
27851114,27874375,2,GPN1,
19125254,19132946,16,ITPRIPL2,
19179571,19279652,16,SYT17,
207101863,207119811,1,PIGR,
41164412,41166487,15,RHOV,
150161974,150162564,X,RPL19P21,
30514898,30521735,HSCHR6_MHC_DBB,,
4174106,4182596,19,SIRT6,
150192078,150192203,X,,
150343664,150346308,X,,
66119285,66438530,3,SLC25A26,
64448011,64455404,15,PPIB,
40697651,40721481,19,MAP3K10,
79762010,79771889,17,GCGR,
41186627,41196173,15,VPS18,
40721965,40724306,19,TTC9B,
79780293,79791167,17,FAM195B,
40728115,40732597,19,CNTD2,
207105966,207107054,1,,
79780293,79784533,17,,
30529000,30554805,HSCHR6_MHC_COX,,
207131310,207143970,1,FCAMR,
43414609,43485434,22,TTLL1,
79791368,79792926,17,DYSFIP1,
70747664,70750075,X,,
19421861,19510435,16,TMC5,
79801037,79818545,17,P4HB,
4186267,4224811,19,ANKRD24,
70882845,70885603,X,,
40736224,40791302,19,AKT2,
71122644,71270877,6,FAM135A,
4229540,4237515,19,EBI3,
27873679,27886676,2,SUPT7L,
115215719,115238239,1,AMPD1,
207191866,207206101,1,C1orf116,
150768684,150780799,1,CTSK,
27886338,27917840,2,SLC4A1AP,
156775890,156841558,4,TDO2,
207217194,207226325,1,YOD1,
207222801,207254369,1,PFKFB2,
4247087,4269083,19,CCDC94,
30528662,30554466,HSCHR6_MHC_QBL,,
41221547,41231237,15,DLL4,
74459913,74553458,11,RNF169,
67131547,67142710,1,,
47814250,47988088,7,PKD1L1,
67218142,67244470,1,TCTEX1D1,
41245347,41248717,15,CHAC1,
74518784,74660245,11,XRRA1,
4278598,4290721,19,SHD,
150782181,150849244,1,ARNT,
67263424,67266939,1,INSL5,
64457716,64665968,15,CSNK1G1,
4292237,4302428,19,TMIGD2,
27928653,27938599,2,,
27994584,28210954,2,MRPL33,
4304591,4323843,19,FSD1,
67278568,67390570,1,WDR78,
420773,437113,16,TMEM8A,
4324041,4338847,19,STAP2,
156252726,156262976,1,TMEM79,
28004231,28113965,2,RBKS,
115227753,115229892,1,,
123798870,124440036,3,KALRN,
115247090,115259515,1,NRAS,
140050379,140053171,5,DND1,
48673949,48700877,19,C19orf68,
70911782,70912029,X,,
156259880,156265463,1,C1orf85,
140050384,140053171,5,,
70934221,70938135,X,CXorf49,
48706403,48759203,19,CARD8,
4343524,4360082,19,MPND,
64657193,64673709,15,KIAA0101,
30529391,30555197,HSCHR6_MHC_DBB,,
150394701,150396187,X,,
150684023,150684717,X,,
150780136,150839668,X,,
140071011,140078889,5,HARS2,
28004390,28004783,2,,
207262187,207273338,1,C4BPB,
28112808,28561768,2,BRE,
151072903,151082440,X,,
64680003,64747502,15,TRIP4,
151213786,151214665,X,,
151282526,151306993,X,MAGEA5,
144718183,144738588,8,ZNF623,
115259534,115301297,1,CSDE1,
41267889,41408444,15,INO80,
19513015,19533450,16,GDE1,
151307355,151355329,X,,
79825598,79829282,17,ARHGDIA,
156845270,156875069,4,CTSO,
79845713,79849462,17,THOC4,
116164839,116201233,7,CAV1,
156278759,156337664,1,CCT3,
151648049,151649496,X,,
151851487,151852303,X,,
104178946,104182893,10,FBXL15,
207277607,207318317,1,C4BPA,
64752941,64978267,15,ZNF609,
160199530,160210781,6,TCP1,
30693277,30699347,HSCHR6_MHC_MCF,,
64979773,64983807,15,OAZ2,
79849599,79858363,17,ANAPC11,
151876743,151883038,X,CSAG3,
79860072,79860780,17,NPB,
79860777,79869340,17,PCYT2,
144766622,144796068,8,ZNF707,
28615315,28640179,2,FOSL2,
31502186,31504572,HSCHR6_MHC_SSTO,,
207494853,207534311,1,CD55,
19535208,19564730,16,,
13842574,13874106,19,CCDC130,
30920643,30926565,HSCHR6_MHC_MANN,,
130890612,130891481,9,,
151503077,151505843,4,MAB21L2,
79869815,79876052,17,SIRT7,
13875337,13885096,19,MRI1,
130911350,130915734,9,LCN2,
28680012,28866654,2,PLB1,
43506754,43525718,22,BIK,
13885257,13889582,19,C19orf53,
48774654,48790863,19,ZNF114,
13890884,13900972,19,,
13906274,13943044,19,ZSWIM4,
48799714,48825130,19,CCDC114,
43528886,43539400,22,MCAT,
116312248,116438440,7,MET,
176513887,176525145,5,FGFR4,
67390578,67454302,1,MIER1,
65032097,65067770,15,RBPMS2,
13948620,13951000,19,,
13987950,13991571,19,NANOS3,
65107831,65117867,15,PIF1,
13993168,14016909,19,C19orf57,
446725,460367,16,NME4,
14016956,14041693,19,CC2D1A,
157555646,157563606,4,,
151889195,151890140,X,,
4360370,4400522,19,SH3GL1,
151895976,151903136,X,CSAG4,
157681606,157892546,4,PDGFC,
30699357,30719302,HSCHR6_MHC_MCF,,
161228517,161255240,1,PCP4L1,
161274525,161279762,1,MPZ,
40779396,40781386,19,,
40826973,40854421,19,C19orf47,
4402659,4443394,19,CHAF1A,
19566562,19716880,16,C16orf62,
207627575,207663240,1,CR2,
4445006,4457791,19,UBXN6,
40854491,40886346,19,PLD3,
43547520,43559248,22,TSPO,
30558026,30576238,HSCHR6_MHC_COX,,
70938992,70939460,X,,
151922445,151928738,X,CSAG2,
4472255,4502213,19,,
152020725,152025804,4,RPS3A,
160210844,160219468,6,MRPL18,
47799639,47870107,11,NUP160,
48828629,48833810,19,EMP3,
41474926,41522895,15,EXD1,
48835613,48867197,19,TMEM143,
28974506,29025806,2,PPP1CB,
74660292,74690076,11,SPCS2,
43562628,43583139,22,TTLL12,
30557688,30575899,HSCHR6_MHC_QBL,,
48867657,48879627,19,SYNGR4,
4502204,4517716,19,PLIN4,
48885827,48894810,19,KDELR1,
150789826,150789989,1,,
4522546,4535208,19,PLIN5,
134210672,134231367,10,PWWP2B,
161284047,161332984,1,SDHC,
150898739,150937213,1,SETDB1,
40885179,40896094,19,HIPK4,
70939766,70940650,X,,
70956304,70956553,X,,
29005383,29073477,2,SPDYA,
70964678,70964927,X,,
70980625,70981509,X,,
4537227,4540048,19,LRG1,
70981815,70982283,X,,
70983140,70987054,X,CXorf49B,
134257831,134262912,10,C10orf91,
40899672,40919273,19,PRX,
4542600,4559771,19,SEMA6B,
160150233,160203561,3,TRIM59,
71009236,71009486,X,,
140509784,140513358,9,C9orf37,
207669492,207813992,1,CR1,
71068625,71068854,X,,
71264395,71264742,X,RPS26P11,
71352000,71354556,X,,
40927499,40931932,19,SERTAD1,
71364034,71381600,X,,
31504594,31516550,HSCHR6_MHC_SSTO,,
41523342,41574088,15,,
134351324,134596984,10,INPP5A,
40946749,40950282,19,SERTAD3,
71880320,71880569,X,,
71908800,71932190,X,,
160221301,160241736,6,PNLDC1,
71947802,71948646,X,,
40953693,40971725,19,BLVRB,
102729215,102747272,10,MRPL43,
40972148,41082365,19,SPTBN4,
79876149,79885588,17,MAFG,
79890269,79895161,17,PYCR1,
29072687,29093167,2,TRMT61B,
149564435,149565137,6,,
149625243,149625564,6,,
149812706,149813425,6,,
149882288,149885085,6,,
149896841,149897260,6,,
115312100,115323306,1,SIKE1,
149912891,149913799,6,,
30558418,30576630,HSCHR6_MHC_DBB,,
451826,462487,16,DECR2,
139993493,140104233,7,SLC37A3,
48898132,48948187,19,GRIN2D,
79897521,79905109,17,MYADML2,
116451124,116559315,7,CAPZA2,
48949030,48957164,19,GRWD1,
79910388,79919716,17,NOTUM,
29117509,29171088,2,WDR43,
4639527,4655580,19,TNFAIP8L1,
65134082,65223118,15,,
4657566,4670415,19,C19orf10,
65134088,65160206,15,PLEKHO2,
4675238,4723875,19,DPP9,
150933059,150947479,1,LASS2,
48958766,48969367,19,KCNJ14,
48972289,48985571,19,CYTH2,
72001689,72002484,X,,
31529774,31532044,HSCHR6_MHC_SSTO,,
47236493,47260767,11,DDB2,
65204101,65251042,15,ANKDD1A,
79935426,79975280,17,ASPSCR1,
29179477,29275096,2,FAM179A,
156307105,156316786,1,C1orf182,
41601466,41624819,15,OIP5,
30722654,30734160,HSCHR6_MHC_MCF,,
41624926,41673245,15,NUSAP1,
104183002,104192418,10,CUEDC2,
140513444,140764468,9,EHMT1,
72027259,72028044,X,,
30575335,30584021,HSCHR6_MHC_COX,,
152041431,152149182,4,SH3D19,
156339003,156355011,1,RHBG,
14042000,14064204,19,PODNL1,
29284556,29297127,2,C2orf71,
79976579,79980794,17,STRA13,
151953177,151953993,X,,
152197130,152198791,X,,
115397424,115537991,1,SYCP1,
152220509,152220772,X,,
29320560,29412509,2,CLIP4,
160212783,160283376,3,KPNA4,
30574996,30583682,HSCHR6_MHC_QBL,,
207818458,207911761,1,CR1L,
79981280,79989024,17,LRRC45,
161334521,161337664,1,C1orf192,
14063319,14072254,19,DCAF15,
65255362,65282274,15,SPG21,
43562923,43567756,22,,
14072343,14117134,19,RFX1,
79989532,79992077,17,RAC3,
43599229,43739394,22,SCUBE1,
79993757,79995573,17,DCXR,
161475220,161493803,1,FCGR2A,
80005778,80009719,17,RFNG,
14138960,14141854,19,RLN3,
207818909,207821300,1,,
14142262,14164026,19,IL27RA,
31533287,31536056,HSCHR6_MHC_SSTO,,
207884057,207888744,1,,
207925402,207968858,1,CD46,
149915220,149915679,6,RPS18P9,
150116581,150116878,6,,
150118392,150119308,6,,
14164179,14169971,19,PALM3,
31538275,31540242,HSCHR6_MHC_SSTO,,
150201117,150202656,6,CCT7P1,
14183348,14185873,19,,
160327974,160329108,6,MAS1,
80009763,80015346,17,GPS1,
19717676,19729492,16,C16orf88,
14192646,14196205,19,C19orf67,
150211239,150240644,6,,
14198652,14201848,19,SAMD1,
41082757,41097301,19,SHKBP1,
160390131,160534539,6,IGF2R,
19727778,19868907,16,IQCK,
101981192,102104154,11,YAP1,
30575727,30584413,HSCHR6_MHC_DBB,,
150954493,150968110,1,ANXA9,
475619,573011,16,RAB11FIP3,
30734312,30737685,HSCHR6_MHC_MCF,,
65293851,65321977,15,MTFMT,
4679294,4685960,19,,
4791728,4795571,19,FEM1A,
4815939,4831737,19,TICAM1,
4838346,4867780,19,PLIN3,
14202509,14228574,19,PRKACA,
65337708,65345734,15,,
67465015,67519782,1,SLC35D1,
48978357,48985570,19,,
72218440,72222695,X,,
48988528,49016446,19,LMTK3,
156374044,156400493,1,C1orf61,
72300006,72304474,X,,
19868616,19896832,16,GPRC5B,
72442960,72443397,X,,
114376750,114664209,6,HS3ST5,
72457483,72458545,X,,
130922539,130926207,9,C9orf16,
150225376,150227553,6,,
30920701,30938920,HSCHR6_MHC_MANN,,
49055429,49102683,19,SULT2B1,
150233208,150234225,6,,
115572415,115576941,1,TSHB,
29415640,30144432,2,ALK,
150255663,150257152,6,,
150257061,150257916,6,,
116262693,116381921,6,FRK,
150272951,150273839,6,,
150298607,150300241,6,,
72494621,72495314,X,YWHAZP8,
161494036,161496681,1,HSPA6,
4890449,4902879,19,ARRDC5,
150299052,150299552,6,BTF3P10,
150965682,150980854,1,FAM63A,
72694399,72694666,X,MORF4L1P6,
72744797,72745991,X,,
115590632,115632121,1,TSPAN2,
67557859,67600639,1,C1orf141,
150319155,150326293,6,RAET1K,
72755339,72756028,X,,
72989083,72990258,X,,
73040486,73072588,X,XIST,
49103857,49116694,19,FAM83E,
65345675,65369028,15,RASL12,
41679547,41694658,15,NDUFAF1,
150353905,150354702,6,,
161511549,161600917,1,FCGR3A,
150361683,150363169,6,,
150363682,150364489,6,PHBP1,
150705443,150706256,6,SSR1P1,
150825947,150831436,6,,
65369154,65372276,15,KBTBD13,
65385344,65398697,15,,
41709302,41775761,15,RTF1,
150921970,150926986,6,,
150945813,150947222,6,,
65409717,65426174,15,PDCD7,
116421999,116566855,6,NT5DC1,
150971908,150973161,6,,
80015748,80023680,17,DUS1L,
151148805,151149336,6,,
151256104,151256702,6,,
151376033,151377193,6,,
151409239,151549582,6,,
4908261,4909815,19,,
130928343,130966662,9,CIZ1,
151420665,151421069,6,,
4909510,4962162,19,UHRF1,
151517816,151518773,6,,
151546685,151547082,6,,
151732411,151732973,6,,
151734765,151735188,6,,
41099072,41135725,19,LTBP4,
152134411,152135314,6,,
152701681,152702699,6,,
152723533,152726101,6,,
152867068,152868109,6,,
153026879,153027263,6,HSPD1P16,
49110000,49110970,19,SPACA4,
153115631,153153048,6,,
49118591,49122433,19,RPL18,
20042989,20085089,16,GPR139,
153219128,153220443,6,,
20320896,20339130,16,GP2,
153280412,153280773,6,,
102188215,102210134,11,BIRC3,
4969124,5153606,19,KDM4B,
43807202,43902800,22,MPPED1,
116440086,116479910,6,COL10A1,
14230321,14247768,19,ASF1B,
67632083,67725662,1,IL23R,
49122548,49133973,19,SPHK2,
14258547,14316972,19,LPHN1,
64556290,64570713,11,MAP4K2,
153304885,153310358,6,,
153603419,153603894,6,,
153625730,153630117,6,,
115828539,115880857,1,NGF,
153986842,153987528,6,,
116184574,116240845,1,VANGL1,
41785591,41795749,15,ITPKA,
153987601,153987798,6,,
153987762,153988447,6,,
207986905,208042495,1,C1orf132,
161551101,161648444,1,FCGR2B,
208057594,208084747,1,CD34,
102217942,102249401,11,BIRC2,
30369807,30383399,2,YPEL5,
31543845,31546630,HSCHR6_MHC_SSTO,,
41795783,41806085,15,LTK,
14492213,14519531,19,CD97,
5173977,5340814,19,PTPRS,
65440557,65477762,15,CLPX,
30454397,30546596,2,LBH,
153988453,153989241,6,,
65488337,65503826,15,CILP,
156433519,156470620,1,MEF2D,
153989312,153989497,6,,
153989724,153989993,6,,
153990014,153991036,6,,
154259568,154260161,6,HMGB3P19,
154538065,154538623,6,,
154870651,154871376,6,,
154897443,154898213,6,,
30584468,30604447,HSCHR6_MHC_COX,,
65550432,65579210,15,PARP16,
154926750,154927088,6,,
155027777,155028929,6,,
577856,604636,16,SOLH,
208195587,208417665,1,PLXNA2,
49133820,49140639,19,DBP,
30670092,30867091,2,LCLAT1,
155166208,155166754,6,,
155574273,155577858,6,,
155701645,155702317,6,,
49141049,49145244,19,,
156814360,156820905,6,,
49141272,49149451,19,CA11,
156983184,156983571,6,,
150980896,151008189,1,PRUNE,
20344373,20364037,16,UMOD,
49164666,49176264,19,NTN5,
102267063,102341115,11,TMEM123,
49199228,49209207,19,FUT2,
74699179,74729938,11,NEU3,
610422,615528,16,C16orf11,
80036215,80056106,17,FASN,
49216255,49222978,19,MAMSTR,
616995,634136,16,PIGQ,
157099086,157099659,6,,
41153468,41153842,19,,
140103843,140126050,7,RAB19,
41171810,41196556,19,NUMBL,
116442320,116443093,6,,
116571151,116575261,6,TSPYL4,
160283235,160287036,3,KRT8P12,
74799758,74800799,11,OR2AT4,
65619465,65670378,15,IGDCC3,
116575336,116759442,6,DSE,
49223843,49243970,19,RASIP1,
157297428,157298203,6,,
74811608,74917594,11,SLCO2B1,
157428861,157440840,6,,
156495197,156542396,1,IQGAP3,
157720077,157721158,6,,
30945637,31043408,2,CAPN13,
157787022,157787955,6,,
157793588,157794203,6,,
116242628,116311435,1,CASQ2,
140152840,140179369,7,MKRN1,
176560026,176727216,5,NSD1,
14495031,14499039,19,,
161551129,161575452,1,FCGR2C,
14519633,14530171,19,DDX39A,
65673802,65715410,15,IGDCC4,
47260853,47270457,11,ACP2,
30584129,30604110,HSCHR6_MHC_QBL,,
49244145,49250166,19,IZUMO1,
14544169,14582678,19,PKN1,
116378998,116386538,1,NHLH2,
49251268,49258647,19,FUT1,
43924624,44208217,22,EFCAB6,
161592986,161601753,1,FCGR3B,
20370492,20416059,16,PDILT,
116519119,116612675,1,SLC22A15,
31133333,31378068,2,GALNT14,
65734801,65810042,15,DPP8,
49259344,49261580,19,FGF21,
116654376,116677861,1,MAB21L3,
209757062,209787283,1,CAMK1G,
49298322,49314320,19,BCAT2,
80059346,80170689,17,CCDC57,
157998119,158003309,6,,
158250175,158251605,6,,
41197434,41222790,19,ADCK4,
158293603,158296242,6,,
116915290,116952883,1,ATP1A1,
158306146,158313818,6,,
134598300,134599556,10,NKX6-2,
160394948,160396233,3,ARL14,
158345434,158345708,6,,
160473390,160796695,3,PPM1L,
158422139,158423415,6,,
102337986,102369532,11,,
158658368,158663829,6,SRP72P2,
134621896,134756327,10,C10orf93,
102391239,102401484,11,MMP7,
209788220,209825811,1,LAMB3,
151009046,151020076,1,BNIPL,
41223008,41246763,19,ITPKC,
41246761,41256408,19,C19orf54,
158703295,158733390,6,,
158818917,158819593,6,,
73094903,73095470,X,FXYD8,
160801671,160823172,3,B3GALNT1,
158936637,158937261,6,,
73164177,73220326,X,NCRNA00183,
159030738,159042668,6,TATDN2P2,
159146801,159147312,6,AMZ2P2,
159239043,159241625,6,,
159262149,159278664,6,OSTCL,
67649462,67657045,1,,
58177984,58200853,3,DNASE1L3,
67773047,67862583,1,IL12RB2,
183903811,183911800,3,ABCF3,
30584860,30604840,HSCHR6_MHC_DBB,,
41256759,41271296,19,SNRPA,
41277553,41302847,19,MIA,
41277553,41302847,19,RAB4B,
161676762,161684142,1,FCRLA,
151020216,151024462,1,C1orf56,
73168808,73169393,X,,
73251297,73251655,X,,
73285918,73286427,X,,
156549519,156556562,1,TTC24,
209848765,209849733,1,G0S2,
102729275,102745628,10,SEMA4G,
209859510,209908295,1,HSD11B1,
80186293,80197369,17,SLC16A3,
14583278,14586174,19,PTGER1,
41809374,41836464,15,RPAP1,
151023447,151032249,1,CDC42SE1,
80202246,80231576,17,CSNK1D,
41305048,41314336,19,EGLN2,
49316279,49339934,19,HSD17B14,
116593292,116870157,7,ST7,
49340355,49371884,19,PLEKHA4,
124449213,124464040,3,UMPS,
31395924,31456724,2,CAPN14,
41349444,41356352,19,CYP2A6,
209929377,209955668,1,TRAF3IP3,
20420856,20452658,16,ACSM5,
41381344,41388657,19,CYP2A7,
5455426,5456867,19,ZNRF4,
14588572,14606944,19,GIPC1,
5587011,5622938,19,SAFB2,
156561542,156564091,1,APOA1BP,
30746071,30764152,HSCHR6_MHC_MCF,,
20462894,20498989,16,ACSM2A,
161691353,161697933,1,FCRLB,
14599758,14600691,19,,
41851220,41871536,15,TYRO3,
14625582,14640049,19,DNAJB1,
142127377,142205907,8,DENND3,
67873493,67896098,1,SERBP1,
151030234,151040970,1,MLLT11,
31456880,31492313,2,EHD3,
14640382,14676791,19,TECR,
116597741,116601066,6,TSPYL1,
41396731,41406413,19,,
41414377,41416754,19,,
116691471,116692870,6,,
49375649,49379318,19,PPP1R15A,
41430178,41455139,19,,
116782533,116784934,6,FAM26F,
31557187,31637581,2,XDH,
41497204,41524301,19,CYP2B6,
30766464,30771689,HSCHR6_MHC_MCF,,
5623147,5668488,19,SAFB,
20547583,20587695,16,ACSM2B,
151043054,151098018,1,GABPB2,
140678525,140682858,9,,
140762377,140787022,9,,
161719548,161727028,1,DUSP12,
41530172,41533615,19,CYP2A7P1,
140772241,141019076,9,CACNA1B,
31546616,31550705,HSCHR6_MHC_SSTO,,
156564279,156571288,1,GPATCH4,
49384222,49401990,19,TULP2,
616996,619495,16,NHLRC4,
209955661,209957904,1,C1orf74,
209959036,209979465,1,IRF6,
632877,633922,16,,
639357,679272,16,RAB40C,
20634559,20710212,16,ACSM1,
14676892,14682886,19,NDUFB7,
30773972,30787802,HSCHR6_MHC_MCF,,
14693896,14721951,19,CLEC17A,
161736084,161933860,1,ATF6,
73289111,73290667,X,,
680932,684116,16,WFIKKN1,
80272746,80275480,17,CD7,
210001352,210030910,1,DIEXF,
44421969,44530479,7,NUDCD3,
32092878,32264881,2,DPY30,
684429,686347,16,,
14729929,14785730,19,EMR3,
80278900,80291921,17,SECTM1,
80317123,80321652,17,TEX19,
160822484,160971320,3,NMD3,
41952610,42062141,15,MGA,
41594368,41602099,19,CYP2A13,
49403307,49426528,19,NUCB1,
31572910,31574747,HSCHR6_MHC_SSTO,,
32092878,32236299,2,MEMO1,
65822820,65870693,15,PTPLAD1,
80332153,80333462,17,UTS2R,
210111538,210337636,1,SYT14,
80347086,80376513,17,C17orf101,
41620337,41634271,19,CYP2F1,
73325407,73327793,X,,
73340847,73351761,X,,
65871095,65903580,15,C15orf44,
71276620,71299272,6,C6orf57,
116941622,116961197,1,ATP1A1OS,
80376252,80400515,17,HEXDC,
151104161,151119104,1,SEMA6C,
140079747,140086266,5,ZMAT2,
117057157,117113661,1,CD58,
30604663,30610725,HSCHR6_MHC_COX,,
686817,688620,16,,
691813,698474,16,FAM195A,
41699115,41713443,19,CYP2S1,
68150744,68154021,1,GADD45A,
117117031,117210375,1,IGSF3,
74973656,74975215,11,,
74975226,75062873,11,ARRB1,
32288680,32382706,2,SPAST,
41725108,41767670,19,AXL,
73352839,73352949,X,,
210404801,210407392,1,C1orf133,
73380895,73382363,X,,
73393725,73393901,X,USMG5P1,
80400520,80408694,17,C17orf62,
